site,year,month,day,replicate,rep.loc,set.time,net.size,success,species,stage,abundance,num.est,notes,entered,checked
sni4,2014,8,22,1,50,630,11,1,sand,1,119,100,,midoli,carolyn
sni4,2014,8,22,1,50,630,11,1,sand,2,46,30,"only one site, early tide",midoli,carolyn
sni4,2014,8,22,1,50,630,11,1,bapi,1,15,n/a,,midoli,carolyn
sni4,2014,8,22,1,50,630,11,1,cqbr,1,26,n/a,,midoli,carolyn
sni4,2014,8,22,1,50,630,11,1,unla,1,2,n/a,,midoli,carolyn
sni4,2014,8,22,1,50,630,11,1,byro,1,2,n/a,,midoli,carolyn
sni4,2014,8,22,1,50,630,11,1,enso,3,3,n/a,,midoli,carolyn
sni4,2014,8,22,1,50,630,11,1,tisc,3,2,n/a,,midoli,carolyn
sni4,2014,8,22,1,50,630,11,1,crgu,3,1,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,cqbr,1,65,12,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,sand,1,67,65,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,sand,2,55,55,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,bapi,1,10,6,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,byro,1,20,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,enso,3,8,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,tisc,3,1,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,shpe,2,17,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,shpe,1,3,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,stpe,1,4,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,sisc,3,1,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,kepe,2,2,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,kepe,1,1,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,tomc,1,1,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,spsa,3,3,n/a,,midoli,carolyn
sni4,2014,8,22,2,5,645,11,2,smsc,3,1,n/a,,midoli,carolyn
fei5,2014,8,23,1,0,605,11,2,bapi,1,246,180,"seine success was rated at 2 because there were large boulders nearshore, so we bagged up the net about 3m before reaching land to avoid losing fish. we did see some tisc at the waters edge that did not make it into the net.",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,bapi,2,84,35,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,kecl,3,37,20,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,stsc,3,55,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,cqbr,1,19,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,tube,3,2,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,smsc,3,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,shpe,2,9,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,byro,1,1,n/a,,carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,sisc,3,4,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,pegu,3,4,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,stpe,1,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,crgu,3,3,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,kegr,1,4,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,pasc,3,2,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,coro,1,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,pasa,3,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,reil,3,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,1,0,605,11,2,unsc,1,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,bapi,1,202,200,"seine success was rated at 2 because there were large boulders nearshore, so we bagged up the net about 3m before reaching land to avoid losing fish. we did see some tisc at the waters edge that did not make it into the net.",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,bapi,2,90,90,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,kecl,3,27,20,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,stsc,3,2,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,cqbr,3,26,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,shpe,2,26,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,coso,3,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,kegr,3,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,sisc,3,2,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,tube,3,17,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,shpe,1,2,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,pasc,3,4,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,kepe,1,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,pegu,3,2,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,thst,1,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,crgu,3,16,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,pipe,1,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,stpe,1,1,n/a,"""",carolyn,midoli
fei5,2014,8,23,2,25,615,11,2,blgo,3,1,n/a,"""",carolyn,midoli
fei6,2014,8,24,1,10,615,11,1,shpe,2,48,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,shpe,1,114,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,pipe,1,2,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,bapi,2,1,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,bago,3,4,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,thst,3,5,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,stsc,3,2,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,grsc,3,1,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,bapi,1,5,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,thst,1,2,n/a,,ben,carolyn
fei6,2014,8,24,1,10,615,11,1,unsc,1,1,n/a,,ben,carolyn
fei6,2014,8,24,2,50,635,11,1,shpe,2,6,n/a,,ben,carolyn
fei6,2014,8,24,2,50,635,11,1,shpe,1,37,n/a,,ben,carolyn
fei6,2014,8,24,2,50,635,11,1,thst,3,3,n/a,,ben,carolyn
fei6,2014,8,24,2,50,635,11,1,bapi,1,35,n/a,,ben,carolyn
fei6,2014,8,24,2,50,635,11,1,bapi,2,3,n/a,,ben,carolyn
fei6,2014,8,24,2,50,635,11,1,unsc,1,35,n/a,,ben,carolyn
fei7,2014,8,24,1,0,740,11,1,shpe,1,32,n/a,,ben,carolyn
fei7,2014,8,24,1,0,740,11,1,bapi,2,2,n/a,,ben,carolyn
fei7,2014,8,24,1,0,740,11,1,sand,3,7,n/a,,ben,carolyn
fei7,2014,8,24,1,0,740,11,1,bapi,1,24,n/a,,ben,carolyn
fei7,2014,8,24,1,0,740,11,1,tisc,3,4,n/a,,ben,carolyn
fei7,2014,8,24,1,0,740,11,1,thst,3,2,n/a,,ben,carolyn
fei7,2014,8,24,1,0,740,11,1,bago,0,8,n/a,,ben,carolyn
fei7,2014,8,24,1,0,740,11,1,cqbr,1,1,n/a,,ben,carolyn
fei7,2014,8,24,1,0,740,11,1,unla,3,1,n/a,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,kecl,3,43,6,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,bapi,1,114,90,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,bago,0,10,10,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,bapi,2,26,n/a,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,shpe,1,2,n/a,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,tisc,3,53,n/a,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,crgu,3,1,n/a,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,pasa,3,1,n/a,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,smsc,3,1,n/a,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,kepe,3,1,n/a,,ben,carolyn
fei7,2014,8,24,2,20,800,11,1,cqbr,1,1,n/a,,ben,carolyn
ris3,2014,8,25,1,100,645,11,1,herr,3,254,114,,carolyn,b
ris3,2014,8,25,1,100,645,11,1,stsc,3,7,n/a,,carolyn,b
ris3,2014,8,25,1,100,645,11,1,bago,3,1,n/a,,carolyn,b
ris3,2014,8,25,1,100,645,11,1,bapi,1,1,n/a,,carolyn,b
ris3,2014,8,25,1,100,645,11,1,enso,3,3,n/a,,carolyn,b
ris3,2014,8,25,1,100,645,11,1,shpe,2,1,n/a,,carolyn,b
ris3,2014,8,25,1,100,645,11,1,herr,0,3,n/a,,carolyn,b
ris3,2014,8,25,2,175,700,11,1,stsc,3,1,n/a,,carolyn,b
ris3,2014,8,25,2,175,700,11,1,shpe,2,19,n/a,,carolyn,b
ris3,2014,8,25,2,175,700,11,1,bapi,2,7,n/a,,carolyn,b
ris3,2014,8,25,2,175,700,11,1,bapi,1,24,n/a,,carolyn,b
ris3,2014,8,25,2,175,700,11,1,crgu,3,10,n/a,,carolyn,b
ris3,2014,8,25,2,175,700,11,1,cqbr,3,8,n/a,,carolyn,b
ris3,2014,8,25,2,175,700,11,1,kepe,3,1,n/a,,carolyn,b
ris3,2014,8,25,2,175,700,11,1,tisc,3,3,n/a,,carolyn,b
ris4,2014,8,25,1,5,825,11,2,sisc,3,2,n/a,,carolyn,b
ris4,2014,8,25,1,5,825,11,2,shpe,2,4,n/a,,carolyn,b
ris4,2014,8,25,1,5,825,11,2,shpe,1,48,n/a,,carolyn,b
ris4,2014,8,25,1,5,825,11,2,kepe,3,1,n/a,,carolyn,b
ris4,2014,8,25,1,5,825,11,2,masc,3,1,n/a,,carolyn,b
ris4,2014,8,25,1,5,825,11,2,bapi,1,1,n/a,,carolyn,b
ris4,2014,8,25,1,5,825,11,2,smsc,3,3,n/a,,carolyn,b
ris4,2014,8,25,1,5,825,11,2,enso,3,1,n/a,,carolyn,b
ris4,2014,8,25,1,5,825,11,2,unfl,1,31,n/a,,carolyn,b
ris4,2014,8,25,2,40,835,11,1,shpe,2,8,n/a,,carolyn,b
ris4,2014,8,25,2,40,835,11,1,shpe,1,9,n/a,,carolyn,b
ris4,2014,8,25,2,40,835,11,1,enso,3,3,n/a,,carolyn,b
ris4,2014,8,25,2,40,835,11,1,pasa,3,1,n/a,,carolyn,b
hdo,2014,9,7,1,300,630,11,1,bapi,2,129,100,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,bapi,1,71,50,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,shpe,1,427,400,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,tube,1,18,12,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,stsc,3,54,n/a,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,shpe,2,3,n/a,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,sisc,3,6,n/a,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,thst,1,1,n/a,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,thst,2,1,n/a,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,crgu,3,10,n/a,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,grsc,3,1,n/a,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,hico,2,1,n/a,,carolyn,midoli
hdo,2014,9,7,1,300,630,11,1,pasc,2,1,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,shpe,1,162,160,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,tube,1,12,10,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,bapi,1,54,50,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,bapi,2,107,100,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,stsc,3,9,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,chin,1,1,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,crgu,3,13,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,kepe,1,4,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,susm,3,3,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,sisc,3,2,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,tisc,3,54,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,grsc,3,7,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,thst,1,27,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,thst,2,1,n/a,,carolyn,midoli
hdo,2014,9,7,2,250,650,11,1,stpe,1,1,n/a,,carolyn,midoli
koe1,2014,9,7,1,450,1740,22,1,stsc,3,14,n/a,,carolyn,midoli
koe1,2014,9,7,1,450,1740,22,1,pasa,3,7,n/a,,carolyn,midoli
koe1,2014,9,7,1,450,1740,22,1,saso,3,12,n/a,,carolyn,midoli
koe1,2014,9,7,1,450,1740,22,1,enso,3,4,n/a,,carolyn,midoli
koe1,2014,9,7,1,450,1740,22,1,bapi,1,1,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,stfl,3,1,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,enso,3,15,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,thst,2,2,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,saso,3,7,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,stsc,3,2,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,thst,1,3,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,pasa,3,1,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,bapi,2,1,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,bapi,1,1,n/a,,carolyn,midoli
koe1,2014,9,7,2,200,1755,22,1,roso,1,1,n/a,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,shpe,1,37,n/a,"new crew member present, perch id may be a bit variable. confirmed presence of listed species, abundance maybe slightly off. ",carolyn,midoli
pba,2014,9,8,1,50,640,11,1,thst,1,99,50,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,bapi,2,46,4,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,bapi,1,8,6,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,kepe,1,13,n/a,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,pipe,1,6,n/a,"new crew member present, perch id may be a bit variable. confirmed presence of listed species, abundance maybe slightly off. ",carolyn,midoli
pba,2014,9,8,1,50,640,11,1,stpe,1,6,n/a,"new crew member present, perch id may be a bit variable. confirmed presence of listed species, abundance maybe slightly off. ",carolyn,midoli
pba,2014,9,8,1,50,640,11,1,shpe,2,2,n/a,"new crew member present, perch id may be a bit variable. confirmed presence of listed species, abundance maybe slightly off. ",carolyn,midoli
pba,2014,9,8,1,50,640,11,1,thst,2,9,n/a,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,stsc,3,1,n/a,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,pasa,3,2,n/a,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,snpr,3,8,n/a,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,crgu,3,8,n/a,,carolyn,midoli
pba,2014,9,8,1,50,640,11,1,bago,3,1,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,shpe,1,49,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,thst,1,15,8,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,bapi,2,19,4,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,bapi,1,1,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,stpe,1,5,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,kepe,1,12,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,pipe,3,5,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,crgu,3,7,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,sisc,3,1,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,tube,1,1,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,yero,1,1,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,pasc,3,1,n/a,,carolyn,midoli
pba,2014,9,8,2,150,700,11,1,coro,1,1,n/a,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,stsc,3,29,12,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,herr,3,5,n/a,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,saso,3,11,5,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,enso,3,46,25,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,sand,2,27,n/a,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,sand,1,20,n/a,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,pasf,3,1,n/a,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,stfl,3,9,n/a,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,tupo,3,1,n/a,,carolyn,midoli
wfb,2014,9,9,1,250,640,22,1,unfl,1,1,n/a,,carolyn,midoli
wfb,2014,9,9,2,20,705,22,1,sand,3,300,n/a,,carolyn,midoli
wfb,2014,9,9,2,20,705,22,1,susm,3,16,n/a,,midoli,carolyn
wfb,2014,9,9,2,20,705,22,1,sand,2,7,n/a,,midoli,carolyn
wfb,2014,9,9,2,20,705,22,1,herr,1,17,n/a,,midoli,carolyn
wfb,2014,9,9,2,20,705,22,1,saso,3,38,32,,midoli,carolyn
wfb,2014,9,9,2,20,705,22,1,enso,3,92,76,,midoli,carolyn
wfb,2014,9,9,2,20,705,22,1,stsc,3,17,15,,midoli,carolyn
wfb,2014,9,9,2,20,705,22,1,sand,1,17,n/a,,midoli,carolyn
wfb,2014,9,9,2,20,705,22,1,tupo,3,1,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,saso,3,6,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,enso,3,76,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,masc,3,71,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,sisc,3,23,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,tube,3,7,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,bapi,1,19,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,bapi,2,6,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,cqbr,1,27,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,kegr,2,1,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,kegr,1,4,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,shpe,2,5,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,shpe,1,7,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,stpe,1,2,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,rbsc,3,1,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,stsc,3,2,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,stfl,3,1,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,reil,3,1,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,cabe,1,2,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,crgu,3,1,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,pegu,3,1,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,pasc,3,1,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,roso,3,10,n/a,,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,enso,3,1,n/a,left eyed enso??!!,midoli,carolyn
ssp,2014,9,9,1,400,835,22,1,spsa,3,3,n/a,,midoli,carolyn
ssp,2014,9,9,2,100,850,22,1,stfl,3,1,n/a,,midoli,carolyn
ssp,2014,9,9,2,100,850,22,1,sand,2,1,n/a,diversity much lower due to not seining eelgrass in rep 2,midoli,carolyn
ssp,2014,9,9,2,100,850,22,1,enso,3,125,n/a,subsampled for ratio-all 38 were enso,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,tisc,3,179,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,shpe,1,50,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,bapi,1,31,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,bapi,2,36,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,sfsc,3,1,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,reil,3,5,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,byro,1,2,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,smsc,3,2,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,sisc,3,1,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,blgo,3,2,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,crgu,3,8,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,pasc,3,1,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,kepe,2,1,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,grsc,2,1,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,snpr,3,2,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,thst,1,2,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,crgu,1,1,n/a,,midoli,carolyn
ppo,2014,9,10,1,0,805,11,1,unsc,3,1,n/a,same genus as tidepool?,midoli,carolyn
ppo,2014,9,10,2,120,820,11,2,tisc,3,23,n/a,,midoli,carolyn
ppo,2014,9,10,2,120,820,11,2,bapi,2,14,n/a,,midoli,carolyn
ppo,2014,9,10,2,120,820,11,2,bapi,1,1,n/a,,midoli,carolyn
ppo,2014,9,10,2,120,820,11,2,snpr,2,2,n/a,,midoli,carolyn
ppo,2014,9,10,2,120,820,11,2,shpe,2,1,n/a,,midoli,carolyn
ppo,2014,9,10,2,120,820,11,2,shpe,1,10,n/a,,midoli,carolyn
ppo,2014,9,10,2,120,820,11,2,kepe,1,1,n/a,,midoli,carolyn
ppo,2014,9,10,2,120,820,11,2,pasc,3,1,n/a,,midoli,carolyn
rie1,2014,9,11,1,30,815,11,1,tisc,3,2,n/a,,midoli,carolyn
rie1,2014,9,11,1,30,815,11,1,busc,3,1,n/a,,midoli,carolyn
rie1,2014,9,11,1,30,815,11,1,bapi,2,5,n/a,,midoli,carolyn
rie1,2014,9,11,1,30,815,11,1,pasa,3,1,n/a,,midoli,carolyn
rie1,2014,9,11,1,30,815,11,1,stfl,1,3,n/a,,midoli,carolyn
rie1,2014,9,11,1,30,815,11,1,shsc,3,1,n/a,,midoli,carolyn
rie1,2014,9,11,2,275,830,11,3,prsc,3,1,n/a,,midoli,carolyn
rie1,2014,9,11,2,275,830,11,3,stfl,1,5,n/a,,midoli,carolyn
rie1,2014,9,11,2,275,830,11,3,hico,3,1,n/a,,midoli,carolyn
rie1,2014,9,11,2,275,830,11,3,enso,1,1,n/a,,midoli,carolyn
rie1,2014,9,11,2,275,830,11,3,crgu,1,1,n/a,,midoli,carolyn
rie1,2014,9,11,2,275,830,11,3,slco,3,1,n/a,,midoli,carolyn
rie1,2014,9,11,3,300,850,11,1,thst,2,1,n/a,,midoli,carolyn
rie1,2014,9,11,3,300,850,11,1,stfl,1,6,n/a,,midoli,carolyn
rie1,2014,9,11,3,300,850,11,1,bapi,1,2,n/a,,midoli,carolyn
rie1,2014,9,11,3,300,850,11,1,rbsc,1,1,n/a,,midoli,carolyn
rie2,2014,9,12,1,100,830,11,1,stfl,2,5,n/a,two walking sets in this estuary-long mudflats,midoli,carolyn
rie2,2014,9,12,1,100,830,11,1,stsc,3,25,n/a,,midoli,carolyn
rie2,2014,9,12,1,100,830,11,1,stfl,1,57,n/a,,midoli,carolyn
rie2,2014,9,12,2,150,850,11,2,stfl,1,32,n/a,,midoli,carolyn
rie2,2014,9,12,2,150,850,11,2,stfl,2,12,n/a,,midoli,carolyn
rie2,2014,9,12,2,150,850,11,2,stsc,3,37,n/a,,midoli,carolyn
rie3,2014,9,12,1,20,1030,11,1,stfl,1,20,n/a,,midoli,carolyn
rie3,2014,9,12,1,20,1030,11,1,stsc,3,2,n/a,,midoli,carolyn
rie3,2014,9,12,1,20,1030,11,1,unla,1,1,n/a,,midoli,carolyn
rie3,2014,9,12,2,50,1045,11,1,herr,2,1,n/a,,midoli,carolyn
rie3,2014,9,12,2,50,1045,11,1,stfl,1,22,n/a,,midoli,carolyn
rie3,2014,9,12,2,50,1045,11,1,unla,1,8,n/a,,midoli,carolyn
rie3,2014,9,12,2,50,1045,11,1,sock,1,5,n/a,,midoli,carolyn
rie3,2014,9,12,2,50,1045,11,1,stsc,3,1,n/a,,midoli,carolyn
rie3,2014,9,12,2,50,1045,11,1,thst,2,1,n/a,,midoli,carolyn
wfb,2015,5,2,1,150,600,22,1,sand,2,135,115,,ben,ben
wfb,2015,5,2,1,150,600,22,1,sand,1,1115,1050,,ben,ben
wfb,2015,5,2,1,150,600,22,1,pink,1,11,0,,ben,ben
wfb,2015,5,2,1,150,600,22,1,saso,1,7,0,,ben,ben
wfb,2015,5,2,2,75,635,22,1,pink,1,54,20,,ben,ben
wfb,2015,5,2,2,75,635,22,1,sand,1,53,3,,ben,ben
wfb,2015,5,2,2,75,635,22,1,stfl,2,2,0,,ben,ben
wfb,2015,5,2,2,75,635,22,1,saso,1,60,24,,ben,ben
wfb,2015,5,2,2,75,635,22,1,pasa,1,32,0,,ben,ben
wfb,2015,5,2,2,75,635,22,1,unla,1,1,0,,ben,ben
wfb,2015,5,2,2,75,635,22,1,enso,1,13,0,,ben,ben
ssp,2015,5,2,1,300,800,22,1,stfl,2,2,0,,ben,ben
ssp,2015,5,2,1,300,800,22,1,pink,1,3,0,,ben,ben
ssp,2015,5,2,1,300,800,22,1,sand,1,775,755,,ben,ben
ssp,2015,5,2,1,300,800,22,1,pasa,1,12,6,,ben,ben
ssp,2015,5,2,1,300,800,22,1,enso,1,86,42,,ben,ben
ssp,2015,5,2,1,300,800,22,1,saso,1,6,3,,ben,ben
ssp,2015,5,2,1,300,800,22,1,unla,3,1,0,,ben,ben
ssp,2015,5,2,2,75,830,22,1,stfl,2,1,0,,ben,ben
ssp,2015,5,2,2,75,830,22,1,sand,1,1,0,,ben,ben
ssp,2015,5,2,2,75,830,22,1,thst,2,2,0,,ben,ben
