site,year,month,day,replicate,species,stage,length,comments,entered,checked
fei9,2015,5,21,2,shpe,2,100,,zach/ben,zach
fei9,2015,5,21,2,shpe,2,105,,zach/ben,zach
fei9,2015,5,21,2,shpe,2,97,,zach/ben,zach
fei9,2015,5,21,2,shpe,2,103,,zach/ben,zach
fei9,2015,5,21,2,shpe,2,78,,zach/ben,zach
fei9,2015,5,21,2,shpe,2,80,,zach/ben,zach
fei9,2015,5,21,2,shpe,2,91,,zach/ben,zach
fei9,2015,5,21,2,shpe,2,78,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,130,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,100,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,115,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,139,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,117,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,112,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,115,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,138,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,116,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,113,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,111,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,98,,zach/ben,zach
fei9,2015,5,21,2,pasa,3,82,,zach/ben,zach
fei9,2015,5,21,2,thst,3,65,,zach/ben,zach
fei9,2015,5,21,2,thst,3,65,,zach/ben,zach
fei9,2015,5,21,2,thst,3,60,,zach/ben,zach
fei9,2015,5,21,2,thst,3,60,,zach/ben,zach
fei9,2015,5,21,2,thst,3,65,,zach/ben,zach
fei9,2015,5,21,2,thst,3,65,,zach/ben,zach
fei9,2015,5,21,2,thst,3,62,,zach/ben,zach
fei9,2015,5,21,2,thst,3,64,,zach/ben,zach
fei9,2015,5,21,2,thst,3,58,,zach/ben,zach
fei9,2015,5,21,2,thst,3,65,,zach/ben,zach
fei9,2015,5,21,2,thst,3,64,,zach/ben,zach
fei9,2015,5,21,2,thst,3,54,,zach/ben,zach
fei9,2015,5,21,2,thst,3,65,,zach/ben,zach
fei9,2015,5,21,2,thst,3,60,,zach/ben,zach
fei9,2015,5,21,2,thst,3,61,,zach/ben,zach
fei9,2015,5,21,2,thst,3,64,,zach/ben,zach
fei9,2015,5,21,2,thst,3,68,,zach/ben,zach
fei9,2015,5,21,2,sand,1,42,,zach/ben,zach
fei9,2015,5,21,2,sand,1,48,,zach/ben,zach
fei9,2015,5,21,2,sand,1,51,,zach/ben,zach
fei9,2015,5,21,2,sand,1,70,,zach/ben,zach
fei9,2015,5,21,2,smsc,3,85,,zach/ben,zach
fei9,2015,5,21,2,susm,1,65,,zach/ben,zach
fei9,2015,5,21,2,tube,1,62,,zach/ben,zach
fei9,2015,5,21,2,blgo,3,92,,zach/ben,zach
fei9,2015,5,21,2,argo,3,42,,zach/ben,zach
fei9,2015,5,21,2,stsc,3,190,,zach/ben,zach
sni5,2015,5,22,1,bapi,3,125,,midoli,zach
sni5,2015,5,22,1,bapi,3,179,,midoli,zach
sni5,2015,5,22,1,bapi,3,175,,midoli,zach
sni5,2015,5,22,1,bapi,3,175,,midoli,zach
sni5,2015,5,22,1,blgo,3,60,,midoli,zach
sni5,2015,5,22,1,blgo,3,36,,midoli,zach
sni5,2015,5,22,1,blgo,3,46,,midoli,zach
sni5,2015,5,22,1,blgo,3,37,,midoli,zach
sni5,2015,5,22,1,blgo,3,46,,midoli,zach
sni5,2015,5,22,1,blgo,3,47,,midoli,zach
sni5,2015,5,22,1,blgo,3,42,,midoli,zach
sni5,2015,5,22,1,blgo,3,41,,midoli,zach
sni5,2015,5,22,1,grsc,3,129,,midoli,zach
sni5,2015,5,22,1,grsc,3,165,,midoli,zach
sni5,2015,5,22,1,shpe,2,84,,midoli,zach
sni5,2015,5,22,1,tisc,3,46,,midoli,zach
sni5,2015,5,22,1,tisc,3,38,,midoli,zach
sni5,2015,5,22,1,tisc,3,45,,midoli,zach
sni5,2015,5,22,1,tisc,3,50,,midoli,zach
sni5,2015,5,22,1,tisc,3,50,,midoli,zach
sni5,2015,5,22,1,tisc,3,41,,midoli,zach
sni5,2015,5,22,1,tisc,3,47,,midoli,zach
sni5,2015,5,22,1,tisc,3,51,,midoli,zach
sni5,2015,5,22,1,tisc,3,53,,midoli,zach
sni5,2015,5,22,1,tisc,3,50,,midoli,zach
sni5,2015,5,22,1,tisc,3,42,,midoli,zach
sni5,2015,5,22,1,tisc,3,63,,midoli,zach
sni5,2015,5,22,1,tisc,3,47,,midoli,zach
sni5,2015,5,22,1,tisc,3,55,,midoli,zach
sni5,2015,5,22,1,tisc,3,25,,midoli,zach
sni5,2015,5,22,1,tisc,3,41,,midoli,zach
sni5,2015,5,22,1,tisc,3,48,,midoli,zach
sni5,2015,5,22,1,crgu,3,75,,midoli,zach
sni5,2015,5,22,1,crgu,3,56,,midoli,zach
sni5,2015,5,22,1,crgu,3,80,,midoli,zach
sni5,2015,5,22,1,crgu,3,120,,midoli,zach
sni5,2015,5,22,1,crgu,3,42,,midoli,zach
sni5,2015,5,22,1,crgu,3,33,,midoli,zach
sni5,2015,5,22,1,crgu,3,68,,midoli,zach
sni5,2015,5,22,1,crgu,3,75,,midoli,zach
sni5,2015,5,22,1,crgu,3,64,,midoli,zach
sni5,2015,5,22,1,tube,2,124,,midoli,zach
sni5,2015,5,22,1,tube,2,140,,midoli,zach
sni5,2015,5,22,1,snpr,3,63,,midoli,zach
sni5,2015,5,22,1,snpr,3,60,,midoli,zach
sni5,2015,5,22,1,snpr,3,126,,midoli,zach
sni5,2015,5,22,1,coro,3,86,,midoli,zach
sni5,2015,5,22,1,enso,1,37,,midoli,zach
sni5,2015,5,22,1,enso,1,38,,midoli,zach
sni5,2015,5,22,1,enso,1,38,,midoli,zach
sni5,2015,5,22,1,enso,1,36,,midoli,zach
sni5,2015,5,22,1,unsc,1,12,,midoli,zach
sni5,2015,5,22,1,unsc,1,20,,midoli,zach
sni5,2015,5,22,1,unsc,1,21,,midoli,zach
sni5,2015,5,22,1,uncc,1,20,,midoli,zach
sni5,2015,5,22,1,uncc,1,39,,midoli,zach
sni5,2015,5,22,2,grsc,3,145,,midoli,zach
sni5,2015,5,22,2,grsc,3,137,,midoli,zach
sni5,2015,5,22,2,bapi,2,182,,midoli,zach
sni5,2015,5,22,2,bapi,2,202,,midoli,zach
sni5,2015,5,22,2,bapi,2,133,,midoli,zach
sni5,2015,5,22,2,bapi,2,112,,midoli,zach
sni5,2015,5,22,2,bapi,2,187,,midoli,zach
sni5,2015,5,22,2,bapi,2,140,,midoli,zach
sni5,2015,5,22,2,bapi,2,120,,midoli,zach
sni5,2015,5,22,2,sisc,3,45,,midoli,zach
sni5,2015,5,22,2,crgu,3,102,,midoli,zach
sni5,2015,5,22,2,crgu,3,115,,midoli,zach
sni5,2015,5,22,2,crgu,3,79,,midoli,zach
sni5,2015,5,22,2,crgu,3,65,,midoli,zach
sni5,2015,5,22,2,crgu,3,64,,midoli,zach
sni5,2015,5,22,2,crgu,3,115,,midoli,zach
sni5,2015,5,22,2,busc,3,120,,midoli,zach
sni5,2015,5,22,2,tube,3,140,,midoli,zach
sni5,2015,5,22,2,tube,3,136,,midoli,zach
sni5,2015,5,22,2,tisc,3,40,,midoli,zach
sni5,2015,5,22,2,tisc,3,42,,midoli,zach
sni5,2015,5,22,2,tisc,3,50,,midoli,zach
sni5,2015,5,22,2,tisc,3,49,,midoli,zach
sni5,2015,5,22,2,tisc,3,52,,midoli,zach
sni5,2015,5,22,2,tisc,3,49,,midoli,zach
sni5,2015,5,22,2,tisc,3,49,,midoli,zach
sni5,2015,5,22,2,tisc,3,52,,midoli,zach
sni5,2015,5,22,2,tisc,3,49,,midoli,zach
sni5,2015,5,22,2,tisc,3,51,,midoli,zach
sni5,2015,5,22,2,tisc,3,52,,midoli,zach
sni5,2015,5,22,2,tisc,3,46,,midoli,zach
sni5,2015,5,22,2,blgo,3,28,,midoli,zach
sni5,2015,5,22,2,blgo,3,68,,midoli,zach
sni5,2015,5,22,2,blgo,3,37,,midoli,zach
sni5,2015,5,22,2,blgo,3,50,,midoli,zach
sni5,2015,5,22,2,blgo,3,53,,midoli,zach
sni5,2015,5,22,2,blgo,3,52,,midoli,zach
sni5,2015,5,22,2,blgo,3,41,,midoli,zach
sni5,2015,5,22,2,blgo,3,42,,midoli,zach
sni5,2015,5,22,2,blgo,3,35,,midoli,zach
sni5,2015,5,22,2,coho,3,110,,midoli,zach
sni5,2015,5,22,2,enso,3,43,,midoli,zach
sni5,2015,5,22,2,enso,3,30,,midoli,zach
sni5,2015,5,22,2,enso,3,30,,midoli,zach
sni5,2015,5,22,2,enso,3,26,,midoli,zach
sni6,2015,5,22,1,blgo,3,36,,midoli,zach
sni6,2015,5,22,1,blgo,3,36,,midoli,zach
sni6,2015,5,22,1,blgo,3,37,,midoli,zach
sni6,2015,5,22,1,blgo,3,37,,midoli,zach
sni6,2015,5,22,1,blgo,3,60,,midoli,zach
sni6,2015,5,22,1,blgo,3,52,,midoli,zach
sni6,2015,5,22,1,blgo,3,42,,midoli,zach
sni6,2015,5,22,1,blgo,3,40,,midoli,zach
sni6,2015,5,22,1,blgo,3,51,,midoli,zach
sni6,2015,5,22,1,blgo,3,40,,midoli,zach
sni6,2015,5,22,1,blgo,3,50,,midoli,zach
sni6,2015,5,22,1,blgo,3,54,,midoli,zach
sni6,2015,5,22,1,blgo,3,48,,midoli,zach
sni6,2015,5,22,1,blgo,3,35,,midoli,zach
sni6,2015,5,22,1,blgo,3,53,,midoli,zach
sni6,2015,5,22,1,blgo,3,47,,midoli,zach
sni6,2015,5,22,1,blgo,3,32,,midoli,zach
sni6,2015,5,22,1,blgo,3,44,,midoli,zach
sni6,2015,5,22,1,blgo,3,42,,midoli,zach
sni6,2015,5,22,1,blgo,3,35,,midoli,zach
sni6,2015,5,22,1,pasc,3,72,,midoli,zach
sni6,2015,5,22,1,pasc,3,63,,midoli,zach
sni6,2015,5,22,1,snpr,3,203,,midoli,zach
sni6,2015,5,22,1,bapi,3,115,,midoli,zach
sni6,2015,5,22,1,pasc,3,95,,midoli,zach
sni6,2015,5,22,1,kegr,3,51,,midoli,zach
sni6,2015,5,22,2,herr,3,32,,midoli,zach
sni6,2015,5,22,2,herr,3,37,,midoli,zach
sni6,2015,5,22,2,herr,3,41,,midoli,zach
sni6,2015,5,22,2,herr,3,38,,midoli,zach
sni6,2015,5,22,2,herr,3,42,,midoli,zach
sni6,2015,5,22,2,herr,3,37,,midoli,zach
sni6,2015,5,22,2,herr,3,38,,midoli,zach
sni6,2015,5,22,2,herr,3,32,,midoli,zach
sni6,2015,5,22,2,herr,3,38,,midoli,zach
sni6,2015,5,22,2,herr,3,36,,midoli,zach
sni6,2015,5,22,2,herr,3,37,,midoli,zach
sni6,2015,5,22,2,herr,3,45,,midoli,zach
sni6,2015,5,22,2,herr,3,37,,midoli,zach
sni6,2015,5,22,2,herr,3,42,,midoli,zach
sni6,2015,5,22,2,herr,3,37,,midoli,zach
sni6,2015,5,22,2,herr,3,38,,midoli,zach
sni6,2015,5,22,2,herr,3,37,,midoli,zach
sni6,2015,5,22,2,herr,3,35,,midoli,zach
sni6,2015,5,22,2,herr,3,37,,midoli,zach
sni6,2015,5,22,2,herr,3,35,,midoli,zach
sni6,2015,5,22,2,pink,3,64,,midoli,zach
sni6,2015,5,22,2,tube,1,34,,midoli,zach
sni6,2015,5,22,2,tube,1,62,,midoli,zach
sni6,2015,5,22,2,tube,1,42,,midoli,zach
sni6,2015,5,22,2,tube,1,40,,midoli,zach
sni6,2015,5,22,2,tube,1,20,,midoli,zach
sni6,2015,5,22,2,tube,1,33,,midoli,zach
sni6,2015,5,22,2,tube,1,30,,midoli,zach
sni6,2015,5,22,2,tube,1,30,,midoli,zach
sni6,2015,5,22,2,tube,1,69,,midoli,zach
sni6,2015,5,22,2,tube,1,15,,midoli,zach
sni6,2015,5,22,2,bapi,2,142,,midoli,zach
sni6,2015,5,22,2,bapi,2,149,,midoli,zach
sni6,2015,5,22,2,pasc,3,100,,midoli,zach
sni6,2015,5,22,2,pasc,3,116,,midoli,zach
sni6,2015,5,22,2,pasc,3,97,,midoli,zach
sni6,2015,5,22,2,pasc,3,75,,midoli,zach
sni6,2015,5,22,2,pasc,3,85,,midoli,zach
sni6,2015,5,22,2,pasc,3,81,,midoli,zach
sni6,2015,5,22,2,kecl,3,45,,midoli,zach
sni6,2015,5,22,2,kecl,3,35,,midoli,zach
sni6,2015,5,22,2,pasa,3,47,,midoli,zach
sni6,2015,5,22,2,sand,1,38,,midoli,zach
kis7,2015,5,23,1,coro,1,79,,,zach
kis7,2015,5,23,1,coro,1,75,,,zach
kis7,2015,5,23,1,coro,1,65,,,zach
kis7,2015,5,23,1,coro,1,75,,,zach
kis7,2015,5,23,1,bapi,2,152,,,zach
kis7,2015,5,23,1,bapi,2,156,,,zach
kis7,2015,5,23,1,bapi,2,142,,,zach
kis7,2015,5,23,1,bapi,2,119,,,zach
kis7,2015,5,23,1,bapi,2,148,,,zach
kis7,2015,5,23,1,bapi,2,120,,,zach
kis7,2015,5,23,1,bapi,2,148,,,zach
kis7,2015,5,23,1,bapi,2,157,,,zach
kis7,2015,5,23,1,bapi,2,114,,,zach
kis7,2015,5,23,1,bapi,2,135,,,zach
kis7,2015,5,23,1,bapi,2,132,,,zach
kis7,2015,5,23,1,bapi,2,155,,,zach
kis7,2015,5,23,1,bapi,2,160,,,zach
kis7,2015,5,23,1,bapi,2,152,,,zach
kis7,2015,5,23,1,bapi,2,270,,,zach
kis7,2015,5,23,1,bapi,2,132,,,zach
kis7,2015,5,23,1,bapi,2,116,,,zach
kis7,2015,5,23,1,bapi,2,115,,,zach
kis7,2015,5,23,1,bapi,2,146,,,zach
kis7,2015,5,23,1,bapi,2,142,,,zach
kis7,2015,5,23,1,stsc,1,39,CUTOFF BETWEEN BIN 1 AND 2 INCONSISTENT,,zach
kis7,2015,5,23,1,stsc,1,40,,,zach
kis7,2015,5,23,1,stsc,1,34,,,zach
kis7,2015,5,23,1,stsc,1,41,,,zach
kis7,2015,5,23,1,stsc,1,20,,,zach
kis7,2015,5,23,1,stsc,1,55,,,zach
kis7,2015,5,23,1,stsc,1,35,,,zach
kis7,2015,5,23,1,stsc,1,62,,,zach
kis7,2015,5,23,1,stsc,1,80,,,zach
kis7,2015,5,23,1,stsc,1,81,,,zach
kis7,2015,5,23,1,stsc,1,90,,,zach
kis7,2015,5,23,1,stsc,1,38,,,zach
kis7,2015,5,23,1,stsc,1,71,,,zach
kis7,2015,5,23,1,stsc,1,41,,,zach
kis7,2015,5,23,1,stsc,1,42,,,zach
kis7,2015,5,23,1,stsc,1,75,,,zach
kis7,2015,5,23,1,stsc,1,82,,,zach
kis7,2015,5,23,1,stsc,1,36,,,zach
kis7,2015,5,23,1,stsc,1,92,,,zach
kis7,2015,5,23,1,stsc,1,28,,,zach
kis7,2015,5,23,1,stsc,2,98,,,zach
kis7,2015,5,23,1,stsc,2,98,,,zach
kis7,2015,5,23,1,stsc,2,78,,,zach
kis7,2015,5,23,1,stsc,2,90,,,zach
kis7,2015,5,23,1,stsc,2,90,,,zach
kis7,2015,5,23,1,crgu,3,104,,,zach
kis7,2015,5,23,1,crgu,3,105,,,zach
kis7,2015,5,23,1,crgu,3,95,,,zach
kis7,2015,5,23,1,crgu,3,130,,,zach
kis7,2015,5,23,1,crgu,3,105,,,zach
kis7,2015,5,23,1,tube,1,50,,,zach
kis7,2015,5,23,1,tube,1,51,,,zach
kis7,2015,5,23,1,unsc,1,18,,,zach
kis7,2015,5,23,1,unsc,1,20,,,zach
kis7,2015,5,23,1,unsc,1,20,,,zach
kis7,2015,5,23,1,enso,3,68,,,zach
kis7,2015,5,23,1,enso,3,44,,,zach
kis7,2015,5,23,1,tisc,3,57,,,zach
kis7,2015,5,23,1,tisc,3,20,,,zach
kis7,2015,5,23,1,tisc,3,60,,,zach
kis7,2015,5,23,1,snpr,3,270,,,zach
kis7,2015,5,23,1,snpr,3,135,,,zach
kis7,2015,5,23,1,snpr,3,152,,,zach
kis7,2015,5,23,1,snpr,3,130,,,zach
kis7,2015,5,23,1,snpr,3,131,,,zach
kis7,2015,5,23,1,snpr,3,130,,,zach
kis7,2015,5,23,1,blgo,3,39,,,zach
kis7,2015,5,23,1,kegr,3,39,,,zach
kis7,2015,5,23,1,sisc,3,52,,,zach
kis7,2015,5,23,1,bago,3,60,,,zach
kis7,2015,5,23,2,crgu,3,95,,,zach
kis7,2015,5,23,2,crgu,3,104,,,zach
kis7,2015,5,23,2,crgu,3,185,,,zach
kis7,2015,5,23,2,crgu,3,95,,,zach
kis7,2015,5,23,2,crgu,3,95,,,zach
kis7,2015,5,23,2,crgu,3,95,,,zach
kis7,2015,5,23,2,crgu,3,107,,,zach
kis7,2015,5,23,2,crgu,3,150,,,zach
kis7,2015,5,23,2,crgu,3,120,,,zach
kis7,2015,5,23,2,crgu,3,115,,,zach
kis7,2015,5,23,2,crgu,3,111,,,zach
kis7,2015,5,23,2,crgu,3,100,,,zach
kis7,2015,5,23,2,crgu,3,160,,,zach
kis7,2015,5,23,2,crgu,3,90,,,zach
kis7,2015,5,23,2,crgu,3,95,,,zach
kis7,2015,5,23,2,snpr,3,140,,,zach
kis7,2015,5,23,2,snpr,3,211,,,zach
kis7,2015,5,23,2,snpr,3,295,,,zach
kis7,2015,5,23,2,snpr,3,95,,,zach
kis7,2015,5,23,2,snpr,3,167,,,zach
kis7,2015,5,23,2,pegu,3,45,,,zach
kis7,2015,5,23,2,pegu,3,38,,,zach
kis7,2015,5,23,2,pegu,3,63,,,zach
kis7,2015,5,23,2,pegu,3,40,,,zach
kis7,2015,5,23,2,coro,3,25,,,zach
kis7,2015,5,23,2,coro,3,75,,,zach
kis7,2015,5,23,2,coro,3,85,,,zach
kis7,2015,5,23,2,coro,3,65,,,zach
kis7,2015,5,23,2,coro,3,36,,,zach
kis7,2015,5,23,2,coro,3,70,,,zach
kis7,2015,5,23,2,coro,3,66,,,zach
kis7,2015,5,23,2,coro,3,78,,,zach
kis7,2015,5,23,2,coro,3,65,,,zach
kis7,2015,5,23,2,coro,3,35,,,zach
kis7,2015,5,23,2,thst,3,60,,,zach
kis7,2015,5,23,2,unsc,3,22,,,zach
kis7,2015,5,23,2,cabe,3,75,,,zach
kis7,2015,5,23,2,cabe,3,135,,,zach
kis7,2015,5,23,2,stsc,2,92,,,zach
kis7,2015,5,23,2,stsc,2,95,,,zach
kis7,2015,5,23,2,stsc,2,150,,,zach
kis7,2015,5,23,2,stsc,2,158,,,zach
kis7,2015,5,23,2,stsc,2,175,,,zach
kis7,2015,5,23,2,stsc,2,158,,,zach
kis7,2015,5,23,2,stsc,2,102,,,zach
kis7,2015,5,23,2,stfl,3,125,,,zach
kis7,2015,5,23,2,stfl,3,139,,,zach
kis7,2015,5,23,2,enso,3,45,,,zach
kis7,2015,5,23,2,enso,3,54,,,zach
kis7,2015,5,23,2,cqbr,3,22,,,zach
kis7,2015,5,23,2,tisc,3,55,,,zach
kis7,2015,5,23,2,grsc,3,195,,,zach
kis7,2015,5,23,2,grsc,3,107,,,zach
kis8,2015,5,23,1,grsc,3,360,,,zach
kis8,2015,5,23,1,grsc,3,155,,,zach
kis8,2015,5,23,1,grsc,3,137,,,zach
kis8,2015,5,23,1,tisc,3,50,,,zach
kis8,2015,5,23,1,tisc,3,55,,,zach
kis8,2015,5,23,1,tisc,3,46,,,zach
kis8,2015,5,23,1,tisc,3,50,,,zach
kis8,2015,5,23,1,tisc,3,49,,,zach
kis8,2015,5,23,1,tisc,3,66,,,zach
kis8,2015,5,23,1,tisc,3,65,,,zach
kis8,2015,5,23,1,tisc,3,60,,,zach
kis8,2015,5,23,1,tisc,3,53,,,zach
kis8,2015,5,23,1,tisc,3,51,,,zach
kis8,2015,5,23,1,tisc,3,54,,,zach
kis8,2015,5,23,1,tisc,3,53,,,zach
kis8,2015,5,23,1,tisc,3,56,,,zach
kis8,2015,5,23,1,tisc,3,55,,,zach
kis8,2015,5,23,1,tisc,3,72,,,zach
kis8,2015,5,23,1,tisc,3,43,,,zach
kis8,2015,5,23,1,tisc,3,50,,,zach
kis8,2015,5,23,1,tisc,3,51,,,zach
kis8,2015,5,23,1,tisc,3,83,,,zach
kis8,2015,5,23,1,tisc,3,45,,,zach
kis8,2015,5,23,1,bapi,3,130,,,zach
kis8,2015,5,23,1,bapi,3,240,,,zach
kis8,2015,5,23,1,bapi,3,139,,,zach
kis8,2015,5,23,1,bapi,3,139,,,zach
kis8,2015,5,23,1,bapi,3,137,,,zach
kis8,2015,5,23,1,bapi,3,130,,,zach
kis8,2015,5,23,1,bapi,3,191,,,zach
kis8,2015,5,23,1,bapi,3,162,,,zach
kis8,2015,5,23,1,bapi,3,148,,,zach
kis8,2015,5,23,1,bapi,3,138,,,zach
kis8,2015,5,23,1,bapi,3,113,,,zach
kis8,2015,5,23,1,bapi,3,253,,,zach
kis8,2015,5,23,1,bapi,3,173,,,zach
kis8,2015,5,23,1,bapi,3,116,,,zach
kis8,2015,5,23,1,bapi,3,121,,,zach
kis8,2015,5,23,1,bapi,3,232,,,zach
kis8,2015,5,23,1,bapi,3,267,,,zach
kis8,2015,5,23,1,bapi,3,125,,,zach
kis8,2015,5,23,1,bapi,3,139,,,zach
kis8,2015,5,23,1,bapi,3,162,,,zach
kis8,2015,5,23,1,shpe,2,89,,,zach
kis8,2015,5,23,1,shpe,2,85,,,zach
kis8,2015,5,23,1,shpe,2,78,,,zach
kis8,2015,5,23,1,shpe,2,82,,,zach
kis8,2015,5,23,1,shpe,2,86,,,zach
kis8,2015,5,23,1,shpe,2,83,,,zach
kis8,2015,5,23,1,shpe,2,85,,,zach
kis8,2015,5,23,1,shpe,2,79,,,zach
kis8,2015,5,23,1,shpe,2,87,,,zach
kis8,2015,5,23,1,shpe,2,87,,,zach
kis8,2015,5,23,1,shpe,2,80,,,zach
kis8,2015,5,23,1,shpe,2,83,,,zach
kis8,2015,5,23,1,shpe,2,80,,,zach
kis8,2015,5,23,1,shpe,2,80,,,zach
kis8,2015,5,23,1,shpe,2,82,,,zach
kis8,2015,5,23,1,shpe,2,86,,,zach
kis8,2015,5,23,1,shpe,2,80,,,zach
kis8,2015,5,23,1,shpe,2,81,,,zach
kis8,2015,5,23,1,shpe,2,83,,,zach
kis8,2015,5,23,1,shpe,2,85,,,zach
kis8,2015,5,23,1,crgu,3,78,,,zach
kis8,2015,5,23,1,crgu,3,140,,,zach
kis8,2015,5,23,1,crgu,3,85,,,zach
kis8,2015,5,23,1,crgu,3,82,,,zach
kis8,2015,5,23,1,crgu,3,136,,,zach
kis8,2015,5,23,1,crgu,3,135,,,zach
kis8,2015,5,23,1,crgu,3,111,,,zach
kis8,2015,5,23,1,crgu,3,140,,,zach
kis8,2015,5,23,1,crgu,3,152,,,zach
kis8,2015,5,23,1,crgu,3,35,,,zach
kis8,2015,5,23,1,crgu,3,125,,,zach
kis8,2015,5,23,1,crgu,3,160,,,zach
kis8,2015,5,23,1,crgu,3,145,,,zach
kis8,2015,5,23,1,crgu,3,130,,,zach
kis8,2015,5,23,1,crgu,3,90,,,zach
kis8,2015,5,23,1,crgu,3,155,,,zach
kis8,2015,5,23,1,crgu,3,160,,,zach
kis8,2015,5,23,1,crgu,3,150,,,zach
kis8,2015,5,23,1,crgu,3,70,,,zach
kis8,2015,5,23,1,crgu,3,70,,,zach
kis8,2015,5,23,1,ling,3,106,,,zach
kis8,2015,5,23,1,ling,3,95,,,zach
kis8,2015,5,23,1,ling,3,95,,,zach
kis8,2015,5,23,1,ling,3,95,,,zach
kis8,2015,5,23,1,kegr,1,65,,,zach
kis8,2015,5,23,1,kegr,1,63,,,zach
kis8,2015,5,23,1,kegr,1,67,,,zach
kis8,2015,5,23,1,kegr,1,63,,,zach
kis8,2015,5,23,1,kegr,1,68,,,zach
kis8,2015,5,23,1,snpr,3,110,,,zach
kis8,2015,5,23,1,snpr,3,136,,,zach
kis8,2015,5,23,1,snpr,3,195,,,zach
kis8,2015,5,23,1,snpr,3,194,,,zach
kis8,2015,5,23,1,snpr,3,122,,,zach
kis8,2015,5,23,1,smsc,3,75,,,zach
kis8,2015,5,23,1,smsc,3,169,,,zach
kis8,2015,5,23,1,smsc,3,77,,,zach
kis8,2015,5,23,1,smsc,3,70,,,zach
kis8,2015,5,23,1,smsc,3,69,,,zach
kis8,2015,5,23,1,blgo,3,61,,,zach
kis8,2015,5,23,1,wall,3,51,,,zach
kis8,2015,5,23,1,reil,3,104,,,zach
kis8,2015,5,23,1,stsc,3,180,,,zach
kis8,2015,5,23,1,kepe,3,116,,,zach
kis8,2015,5,23,1,thst,3,60,,,zach
kis8,2015,5,23,2,ling,3,90,,,zach
kis8,2015,5,23,2,ling,3,97,,,zach
kis8,2015,5,23,2,ling,3,92,,,zach
kis8,2015,5,23,2,ling,3,93,,,zach
kis8,2015,5,23,2,ling,3,94,,,zach
kis8,2015,5,23,2,stsc,3,190,,,zach
kis8,2015,5,23,2,stsc,3,211,,,zach
kis8,2015,5,23,2,stsc,3,200,,,zach
kis8,2015,5,23,2,stsc,3,146,,,zach
kis8,2015,5,23,2,stsc,3,42,,,zach
kis8,2015,5,23,2,kegr,3,54,,,zach
kis8,2015,5,23,2,kegr,3,89,,,zach
kis8,2015,5,23,2,kegr,3,81,,,zach
kis8,2015,5,23,2,kegr,3,50,,,zach
kis8,2015,5,23,2,kegr,3,57,,,zach
kis8,2015,5,23,2,kegr,3,67,,,zach
kis8,2015,5,23,2,kegr,3,56,,,zach
kis8,2015,5,23,2,bago,3,53,,,zach
kis8,2015,5,23,2,cqbr,3,32,,,zach
kis8,2015,5,23,2,cqbr,3,25,,,zach
kis8,2015,5,23,2,cqbr,3,36,,,zach
kis8,2015,5,23,2,cqbr,3,20,,,zach
kis8,2015,5,23,2,smsc,3,80,,,zach
kis8,2015,5,23,2,smsc,3,70,,,zach
kis8,2015,5,23,2,smsc,3,69,,,zach
kis8,2015,5,23,2,smsc,3,78,,,zach
kis8,2015,5,23,2,smsc,3,91,,,zach
kis8,2015,5,23,2,smsc,3,70,,,zach
kis8,2015,5,23,2,smsc,3,72,,,zach
kis8,2015,5,23,2,smsc,3,65,,,zach
kis8,2015,5,23,2,smsc,3,77,,,zach
kis8,2015,5,23,2,smsc,3,65,,,zach
kis8,2015,5,23,2,smsc,3,77,,,zach
kis8,2015,5,23,2,smsc,3,72,,,zach
kis8,2015,5,23,2,smsc,3,74,,,zach
kis8,2015,5,23,2,smsc,3,71,,,zach
kis8,2015,5,23,2,smsc,3,72,,,zach
kis8,2015,5,23,2,wall,3,50,,,zach
kis8,2015,5,23,2,cabe,3,96,,,zach
kis8,2015,5,23,2,cabe,3,121,,,zach
kis8,2015,5,23,2,kegr,3,89,,,zach
kis8,2015,5,23,2,snpr,3,177,,,zach
kis8,2015,5,23,2,snpr,3,285,,,zach
kis8,2015,5,23,2,snpr,3,264,,,zach
kis8,2015,5,23,2,snpr,3,197,,,zach
kis8,2015,5,23,2,snpr,3,210,,,zach
kis8,2015,5,23,2,snpr,3,127,,,zach
kis8,2015,5,23,2,pasc,3,92,,,zach
kis8,2015,5,23,2,reil,3,25,,,zach
kis8,2015,5,23,2,grsc,3,330,,,zach
wfb,2015,5,31,1,pink,1,95,,zach,ben
wfb,2015,5,31,1,pink,1,90,,zach,ben
wfb,2015,5,31,1,pink,1,99,,zach,ben
wfb,2015,5,31,1,pink,1,95,,zach,ben
wfb,2015,5,31,1,pink,1,96,,zach,ben
wfb,2015,5,31,1,pink,1,102,,zach,ben
wfb,2015,5,31,1,pink,1,100,,zach,ben
wfb,2015,5,31,1,pink,1,99,,zach,ben
