fid,Ownership,Program,Project Name,Site Name,GPS Level,Point Name,Ocean Name,Substrate,Biotic Subclass,Biotic Community,Status,Public,Boat Lat,Boat Long,Decimal Lat,Decimal Long,End Transect Decimal Lat,End Transect Decimal Lon,Established,Survey Type,Survey Frequency,Depth_m,Primary Sampling Method,Transect Bearing,Transect Distance,Last Updated,Other Structure,Bolt,Temperature Logger,Logger Type,Notes,Student Projects,field_33,field_34,field_35,field_36,field_37,field_38,field_39,field_40,field_41
"476",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_b3,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4841875999999,128 7.16126999999915,51.67473646,-128.1193545,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"477",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_c3,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4673216000002,128 7.16159400000038,51.67445536,-128.1193599,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"478",Hakai,Nearshore,EDNA,Pruth Bay,plot,pruth_grid_c3,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.7719184000001,128 7.17216600000029,51.64619864,-128.1195361,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"479",Hakai,Nearshore,EDNA,Pruth Bay,plot,pruth_grid_c2,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.7760121999999,128 7.19759399999987,51.64626687,-128.1199599,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"480",Hakai,Nearshore,EDNA,Pruth Bay,plot,pruth_grid_c1,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.7805062,128 7.22302199999945,51.64634177,-128.1203837,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"481",Hakai,Nearshore,EDNA,Pruth Bay,plot,pruth_grid_b3,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.7883752,128 7.16586600000085,51.64647292,-128.1194311,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"482",Hakai,Nearshore,EDNA,Pruth Bay,plot,pruth_grid_b2,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.7921695999998,128 7.1916120000003,51.64653616,-128.1198602,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"483",Hakai,Nearshore,EDNA,Pruth Bay,plot,pruth_grid_b1,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.7963636000002,128 7.21655999999939,51.64660606,-128.120276,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"484",Hakai,Nearshore,EDNA,Pruth Bay,plot,pruth_grid_a3,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.8035533999999,128 7.16007000000047,51.64672589,-128.1193345,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"485",Hakai,Nearshore,EDNA,Pruth Bay,plot,pruth_grid_a2,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.8076478000002,128 7.18549800000005,51.64679413,-128.1197583,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"486",Hakai,Nearshore,EDNA,Pruth Bay,plot,pruth_grid_a1,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.8116425999999,128 7.21043999999949,51.64686071,-128.120174,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
